"date","time","size","r_version","r_arch","r_os","package","version","country","ip_id"
"2012-10-12","10:17:27",71612,"2.15.1","x86_64","mingw32","JavaGD","0.6-1","GB",9
"2012-10-12","10:17:28",450290,"2.15.1","x86_64","mingw32","iplots","1.1-4","GB",9
"2012-10-12","10:17:30",401438,"2.15.1","x86_64","mingw32","mvtnorm","0.9-9992","GB",9
"2012-10-12","10:17:31",746619,"2.15.1","x86_64","mingw32","rJava","0.9-3","GB",9
"2012-10-12","10:17:33",2635411,"2.15.1","x86_64","mingw32","ggplot2","0.9.2.1","GB",9
"2012-10-12","10:17:34",788249,"2.15.1","x86_64","mingw32","JGR","1.7-11","GB",9
"2012-10-12","10:17:36",1063353,"2.15.1","x86_64","mingw32","car","2.0-15","GB",9
"2012-10-12","10:17:37",597958,"2.15.1","x86_64","mingw32","multcomp","1.2-13","GB",9
"2012-10-12","10:17:37",202391,"2.15.1","x86_64","mingw32","effects","2.2-1","GB",9
"2012-10-12","10:17:39",514303,"2.15.1","x86_64","mingw32","e1071","1.6-1","GB",9
"2012-10-12","10:17:42",3898940,"2.15.1","x86_64","mingw32","Deducer","0.7-4","GB",9
"2012-10-12","10:19:03",746628,"2.12.1","x86_64","linux-gnu","rJava","0.9-3","GB",9
"2012-10-12","11:47:53",475909,"2.12.1","x86_64","linux-gnu","MASS","7.3-22","US",10
"2012-10-12","12:32:53",475909,"2.12.1","x86_64","linux-gnu","MASS","7.3-22","US",10
"2012-10-12","12:34:06",475897,"2.15.1","x86_64","darwin9.8.0","MASS","7.3-22","US",10
"2012-10-12","13:51:54",520660,"2.15.1","x86_64","darwin9.8.0","changepoint","0.8","US",11
"2012-10-12","13:47:08",135041,"2.15.1","x86_64","darwin9.8.0","deldir","0.0-20","IT",12
"2012-10-12","13:47:12",8647507,"2.15.1","x86_64","darwin12.0.0","spatstat","1.28-2","IT",12
"2012-10-12","15:05:18",874916,"2.15.1","x86_64","darwin12.0.0","RCurl","1.95-1.1","CN",13
"2012-10-12","15:08:01",226462,"2.15.1","x86_64","darwin12.0.0","boot","1.3-7","CN",13
"2012-10-12","15:08:29",50781,"2.15.1","x86_64","darwin12.0.0","httr","0.2","CN",13
"2012-10-12","15:09:17",697853,"2.15.1","x86_64","linux-gnu","nlme","3.1-105","CN",13
"2012-10-12","15:04:03",244910,"2.12.1","x86_64","linux-gnu","lubridate","1.2.0","US",7
"2012-10-12","15:49:00",475909,"2.15.1","i386","mingw32","MASS","7.3-22","US",10
"2012-10-12","16:44:00",2301089,"2.15.1","i386","mingw32","spacetime","0.8-0","US",14
"2012-10-12","16:44:01",526214,"2.15.1","i386","mingw32","xts","0.8-6","US",14
"2012-10-12","16:44:01",862024,"2.15.1","i386","mingw32","zoo","1.7-8","US",14
"2012-10-12","16:44:03",2157605,"2.15.1","i386","mingw32","gstat","1.0-14","US",14
"2012-10-12","16:44:23",11749054,"2.15.1","x86_64","mingw32","rgdal","0.7-19","US",14
"2012-10-12","16:54:34",489286,"2.15.1","x86_64","mingw32","colorspace","1.1-1","US",15
"2012-10-12","16:54:35",126300,"2.15.1","x86_64","mingw32","munsell","0.4","US",15
"2012-10-12","16:54:34",25519,"2.15.1","x86_64","mingw32","RColorBrewer","1.0-5","US",15
"2012-10-12","16:54:34",62436,"2.15.1","x86_64","mingw32","dichromat","1.2-4","US",15
"2012-10-12","16:54:35",38080,"2.15.1","x86_64","mingw32","labeling","0.1","US",15
"2012-10-12","16:54:36",79663,"2.15.1","x86_64","mingw32","digest","0.5.2","US",15
"2012-10-12","16:54:35",690236,"2.15.1","x86_64","mingw32","plyr","1.7.1","US",15
"2012-10-12","16:54:36",61698,"2.15.1","x86_64","mingw32","gtable","0.1.1","US",15
"2012-10-12","16:54:36",59821,"2.15.1","x86_64","mingw32","reshape2","1.2.1","US",15
"2012-10-12","16:54:36",170163,"2.15.1","x86_64","mingw32","scales","0.2.2","US",15
"2012-10-12","16:54:36",11102,"2.15.1","x86_64","mingw32","memoise","0.1","US",15
"2012-10-12","16:54:37",586620,"2.15.1","x86_64","mingw32","proto","0.3-9.2","US",15
"2012-10-12","16:54:37",1125222,"2.15.1","x86_64","mingw32","sp","1.0-1","US",15
"2012-10-12","16:54:38",2301093,"2.15.1","x86_64","mingw32","spacetime","0.8-0","US",15
"2012-10-12","16:54:40",526218,"2.15.1","x86_64","mingw32","xts","0.8-6","US",15
"2012-10-12","16:54:40",862028,"2.15.1","x86_64","mingw32","zoo","1.7-8","US",15
"2012-10-12","16:54:41",318018,"2.15.1","x86_64","mingw32","iterators","1.0.6","US",15
"2012-10-12","16:54:42",75440,"2.15.1","x86_64","mingw32","stringr","0.6.1","US",15
"2012-10-12","16:54:44",2627408,"2.15.1","x86_64","mingw32","deSolve","1.10-4","US",15
"2012-10-12","16:54:48",2635496,"2.15.1","x86_64","mingw32","ggplot2","0.9.2.1","US",15
"2012-10-12","16:54:50",2157609,"2.15.1","x86_64","mingw32","gstat","1.0-14","US",15
"2012-10-12","16:54:51",94113,"2.15.1","x86_64","mingw32","minpack.lm","1.1-6","US",15
"2012-10-12","16:54:51",391136,"2.15.1","x86_64","mingw32","foreach","1.4.0","US",15
"2012-10-12","16:54:52",591934,"2.15.1","x86_64","mingw32","lubridate","1.2.0","US",15
"2012-10-12","16:54:52",1228970,"2.15.1","x86_64","darwin9.8.0","simecol","0.8-2","US",15
"2012-10-12","16:25:43",112857,"2.16.0","x86_64","mingw32","segmented","0.2-9.3","US",11
"2012-10-12","18:11:01",1466946,"2.16.0","x86_64","mingw32","RcppArmadillo","0.3.4.3","US",16
"2012-10-12","18:11:14",821247,"2.16.0","x86_64","mingw32","RcppClassic","0.9.2","US",16
"2012-10-12","18:11:14",678021,"2.16.0","x86_64","mingw32","RcppExamples","0.1.4","US",16
"2012-10-12","18:11:28",954671,"2.16.0","x86_64","mingw32","RcppGSL","0.2.0","US",16
"2012-10-12","18:11:39",542345,"2.16.0","x86_64","mingw32","RcppSMC","0.1.1","US",16
"2012-10-12","18:05:48",5744915,"2.16.0","x86_64","mingw32","RQuantLib","0.3.8","US",16
"2012-10-12","18:05:03",61613,"2.16.0","x86_64","mingw32","gtable","0.1.1","US",16
"2012-10-12","18:05:04",474426,"2.16.0","x86_64","mingw32","boot","1.3-6","US",16
"2012-10-12","18:05:04",38821,"2.16.0","x86_64","mingw32","dostats","1.2.0","US",16
"2012-10-12","18:05:05",239286,"2.16.0","x86_64","mingw32","foreign","0.8-51","US",16
"2012-10-12","18:05:05",194484,"2.16.0","x86_64","mingw32","formatR","0.6","US",16
"2012-10-12","18:05:06",2635411,"2.16.0","x86_64","mingw32","ggplot2","0.9.2.1","US",16
"2012-10-12","18:05:07",1273616,"2.16.0","x86_64","mingw32","googleVis","0.2.17","US",16
"2012-10-12","18:05:07",94872,"2.16.0","x86_64","mingw32","gridExtra","0.9.1","US",16
"2012-10-12","18:05:07",175450,"2.16.0","x86_64","mingw32","harvestr","0.5.1","US",16
"2012-10-12","18:05:08",1468062,"2.16.0","x86_64","mingw32","highlight","0.3.2","US",16
"2012-10-12","18:05:08",567823,"2.16.0","x86_64","mingw32","knitr","0.8","US",16
"2012-10-12","18:05:09",1344385,"2.16.0","x86_64","mingw32","lme4","0.999999-0","US",16
"2012-10-12","18:05:09",591849,"2.16.0","x86_64","mingw32","lubridate","1.2.0","US",16
"2012-10-12","18:05:09",126215,"2.16.0","x86_64","mingw32","munsell","0.4","US",16
"2012-10-12","18:05:10",1662526,"2.16.0","x86_64","mingw32","nlme","3.1-105","US",16
"2012-10-12","18:05:10",618316,"2.16.0","x86_64","mingw32","parser","0.0-16","US",16
"2012-10-12","18:05:12",3286172,"2.16.0","x86_64","mingw32","Rcpp","0.9.14","US",16
"2012-10-12","18:05:12",490682,"2.16.0","x86_64","mingw32","rjson","0.2.10","US",16
"2012-10-12","18:05:12",1228937,"2.16.0","x86_64","mingw32","RJSONIO","1.0-1","US",16
"2012-10-12","18:05:13",170078,"2.16.0","x86_64","mingw32","scales","0.2.2","US",16
"2012-10-12","18:16:24",89224,"2.16.0","x86_64","mingw32","inline","0.3.10","US",16
"2012-10-12","18:16:31",20059,"2.16.0","x86_64","mingw32","rbenchmark","1.0.0","US",16
"2012-10-12","18:09:23",2304270,"2.15.1","x86_64","darwin9.8.0","RInside","0.2.8","US",16
"2012-10-12","18:46:10",206668,"2.15.0","i386","mingw32","ISwR","2.0-6","US",17
"2012-10-12","19:58:53",489201,"2.15.0","i386","mingw32","colorspace","1.1-1","CA",18
"2012-10-12","19:58:54",25419,"2.15.0","i386","mingw32","RColorBrewer","1.0-5","CA",18
"2012-10-12","19:58:55",62336,"2.15.0","i386","mingw32","dichromat","1.2-4","CA",18
"2012-10-12","19:58:55",126215,"2.15.0","i386","mingw32","munsell","0.4","CA",18
"2012-10-12","19:58:56",37980,"2.15.0","i386","mingw32","labeling","0.1","CA",18
"2012-10-12","19:58:56",61613,"2.15.0","i386","mingw32","gtable","0.1.1","CA",18
"2012-10-12","19:58:57",59736,"2.15.0","i386","mingw32","reshape2","1.2.1","CA",18
"2012-10-12","19:58:58",170078,"2.15.0","i386","mingw32","scales","0.2.2","CA",18
"2012-10-12","19:58:59",586520,"2.15.0","i386","mingw32","proto","0.3-9.2","CA",18
"2012-10-12","19:53:54",1228937,"2.15.0","x86_64","linux-gnu","RJSONIO","1.0-1","CA",18
"2012-10-12","19:37:03",19441,"2.15.0","x86_64","linux-gnu","gtable","0.1.1","GB",19
"2012-10-12","19:45:11",24839,"2.15.0","x86_64","linux-gnu","whisker","0.1","GB",19
"2012-10-12","19:45:18",2920826,"2.15.0","x86_64","linux-gnu","ggmap","2.2","GB",19
"2012-10-12","19:45:22",471905,"2.15.0","x86_64","linux-gnu","RgoogleMaps","1.2.0.2","GB",19
"2012-10-12","19:45:14",81137,"2.15.0","x86_64","linux-gnu","devtools","0.8","GB",19
"2012-10-12","19:45:19",244820,"2.15.0","x86_64","linux-gnu","lubridate","1.2.0","GB",19
"2012-10-12","19:45:25",793647,"2.15.0","x86_64","linux-gnu","sp","1.0-1","GB",19
"2012-10-12","19:45:16",709564,"2.15.0","x86_64","linux-gnu","gdata","2.12.0","GB",19
"2012-10-12","19:45:21",874826,"2.15.0","x86_64","linux-gnu","RCurl","1.95-1.1","GB",19
"2012-10-12","19:45:14",35036,"2.15.0","x86_64","linux-gnu","corpcor","1.6.4","GB",19
"2012-10-12","19:45:19",435393,"2.15.0","x86_64","linux-gnu","knitr","0.8","GB",19
"2012-10-12","19:45:24",1557500,"2.15.0","x86_64","linux-gnu","RSQLite","0.11.2","GB",19
"2012-10-12","19:37:06",2311507,"2.15.1","i386","mingw32","ggplot2","0.9.2.1","GB",19
"2012-10-12","19:06:21",715860,"2.15.0","x86_64","linux-gnu","lattice","0.20-10","US",14
"2012-10-12","19:45:16",259419,"2.15.0","x86_64","linux-gnu","e1071","1.6-1","GB",19
"2012-10-12","19:45:20",942940,"2.15.1","x86_64","darwin9.8.0","raster","2.0-12","GB",19
"2012-10-12","19:25:26",449757,"2.15.1","i386","mingw32","quantmod","0.3-17","US",4
"2012-10-12","19:32:09",872070,"2.15.1","i386","mingw32","spam","0.29-2","US",14
"2012-10-12","19:32:09",2757280,"2.15.0","i386","mingw32","fields","6.6.3","US",14
"2012-10-12","19:59:01",2635411,"2.15.0","i386","mingw32","ggplot2","0.9.2.1","CA",18
"2012-10-12","19:59:36",1273616,"2.15.0","x86_64","linux-gnu","googleVis","0.2.17","CA",18
"2012-10-12","19:37:04",38992,"2.15.0","x86_64","linux-gnu","scales","0.2.2","GB",19
"2012-10-12","19:45:13",1374427,"2.15.0","x86_64","linux-gnu","ade4","1.5-1","GB",19
"2012-10-12","19:45:18",50691,"2.15.0","x86_64","linux-gnu","httr","0.2","GB",19
"2012-10-12","19:45:23",96554,"2.15.0","x86_64","linux-gnu","rjson","0.2.10","GB",19
"2012-10-12","19:45:13",390005,"2.15.0","x86_64","linux-gnu","BB","2012.8-1","GB",19
"2012-10-12","19:45:18",22790,"2.15.0","x86_64","linux-gnu","inline","0.3.10","GB",19
"2012-10-12","19:45:23",142287,"2.15.0","x86_64","linux-gnu","rpart","3.1-55","GB",19
"2012-10-12","19:45:15",1587627,"2.15.0","x86_64","linux-gnu","dismo","0.7-23","GB",19
"2012-10-12","19:45:19",88221,"2.15.1","x86_64","mingw32","munsell","0.4","GB",19
"2012-10-12","20:22:06",586524,NA,NA,NA,"proto","0.3-9.2","JP",20
"2012-10-12","20:25:29",61617,NA,NA,NA,"gtable","0.1.1","US",21
"2012-10-12","20:25:57",62346,NA,NA,NA,"dichromat","1.2-4","US",22
"2012-10-12","20:21:00",489205,NA,NA,NA,"colorspace","1.1-1","JP",20
"2012-10-12","20:21:42",25423,NA,NA,NA,"RColorBrewer","1.0-5","JP",20
"2012-10-12","20:25:41",37990,NA,NA,NA,"labeling","0.1","US",22
"2012-10-12","20:21:21",37984,NA,NA,NA,"labeling","0.1","JP",20
"2012-10-12","20:54:01",260296,"2.15.1","x86_64","linux-gnu","TTR","0.21-1","ES",23
"2012-10-12","20:25:32",25423,NA,NA,NA,"RColorBrewer","1.0-5","US",22
"2012-10-12","20:25:23",2067628,NA,NA,NA,"maps","2.2-6","US",21
"2012-10-12","20:07:56",59731,NA,NA,NA,"reshape2","1.2.1","US",24
"2012-10-12","20:15:14",2067619,NA,NA,NA,"maps","2.2-6","JP",25
"2012-10-12","20:00:19",2067624,"2.15.1","x86_64","linux-gnu","maps","2.2-6","CA",18
"2012-10-12","20:17:28",170073,NA,NA,NA,"scales","0.2.2","US",26
"2012-10-12","20:17:28",61608,NA,NA,NA,"gtable","0.1.1","US",26
"2012-10-12","20:17:27",1273611,NA,NA,NA,"googleVis","0.2.17","US",21
"2012-10-12","20:25:12",126225,NA,NA,NA,"munsell","0.4","US",22
"2012-10-12","20:25:49",586530,NA,NA,NA,"proto","0.3-9.2","US",21
"2012-10-12","20:21:41",59740,NA,NA,NA,"reshape2","1.2.1","JP",20
"2012-10-12","20:07:33",62331,NA,NA,NA,"dichromat","1.2-4","US",24
"2012-10-12","20:08:09",586515,NA,NA,NA,"proto","0.3-9.2","US",24
"2012-10-12","20:25:26",489211,NA,NA,NA,"colorspace","1.1-1","US",22
"2012-10-12","20:25:58",59746,NA,NA,NA,"reshape2","1.2.1","US",21
"2012-10-12","20:07:44",489196,NA,NA,NA,"colorspace","1.1-1","US",24
"2012-10-12","20:08:01",2635406,NA,NA,NA,"ggplot2","0.9.2.1","US",24
"2012-10-12","20:20:50",62340,NA,NA,NA,"dichromat","1.2-4","JP",20
"2012-10-12","20:21:56",126219,NA,NA,NA,"munsell","0.4","JP",20
"2012-10-12","20:07:37",37975,NA,NA,NA,"labeling","0.1","US",24
"2012-10-12","20:07:56",126210,NA,NA,NA,"munsell","0.4","US",24
"2012-10-12","20:25:42",170163,NA,NA,NA,"scales","0.2.2","US",27
"2012-10-12","20:25:05",2635496,NA,NA,NA,"ggplot2","0.9.2.1","US",26
"2012-10-12","20:17:46",1228932,NA,NA,NA,"RJSONIO","1.0-1","US",22
"2012-10-12","20:18:01",2067619,NA,NA,NA,"maps","2.2-6","US",22
"2012-10-12","20:17:26",25414,NA,NA,NA,"RColorBrewer","1.0-5","US",21
"2012-10-12","20:16:38",1228932,NA,NA,NA,"RJSONIO","1.0-1","JP",28
"2012-10-12","23:52:13",11178,"2.15.1","x86_64","mingw32","RColorBrewer","1.0-5","US",29
"2012-10-12","23:52:14",1893,"2.15.1","x86_64","linux-gnu","memoise","0.1","US",29
"2012-10-12","23:52:13",88236,"2.15.1","x86_64","linux-gnu","munsell","0.4","US",29
"2012-10-12","23:52:15",2311522,"2.15.1","x86_64","linux-gnu","ggplot2","0.9.2.1","US",29
"2012-10-12","23:52:13",30443,"2.15.1","x86_64","linux-gnu","dichromat","1.2-4","US",29
"2012-10-12","23:52:15",537337,"2.15.1","x86_64","linux-gnu","proto","0.3-9.2","US",29
"2012-10-12","23:52:14",19456,"2.15.1","x86_64","linux-gnu","gtable","0.1.1","US",29
"2012-10-12","23:52:13",337116,"2.15.1","x86_64","linux-gnu","colorspace","1.1-1","US",29
"2012-10-12","23:52:14",1953088,"2.15.1","x86_64","linux-gnu","reshape2","1.2.1","US",29
"2012-10-12","23:52:14",9570,"2.15.1","x86_64","linux-gnu","labeling","0.1","US",29
"2012-10-12","23:52:14",368207,"2.15.1","x86_64","linux-gnu","plyr","1.7.1","US",29
"2012-10-12","23:52:13",21179,"2.15.1","x86_64","linux-gnu","stringr","0.6.1","US",29
"2012-10-12","23:52:14",39007,"2.15.1","x86_64","linux-gnu","scales","0.2.2","US",29
