"date","time","size","r_version","r_arch","r_os","package","version","country","ip_id"
"2012-10-16","11:11:46",709658,"2.15.1","x86_64","linux-gnu","gdata","2.12.0","HU",4
"2012-10-16","11:10:41",41820,"2.15.1","x86_64","linux-gnu","gtools","2.7.0","HU",4
"2012-10-16","11:10:42",709564,"2.15.1","x86_64","linux-gnu","gdata","2.12.0","HU",4
"2012-10-16","11:11:00",41828,"2.15.1","x86_64","linux-gnu","gtools","2.7.0","HU",4
"2012-10-16","11:11:01",709572,"2.15.1","x86_64","linux-gnu","gdata","2.12.0","HU",4
"2012-10-16","11:11:01",33706,"2.15.1","x86_64","linux-gnu","gmodels","2.15.3","HU",4
"2012-10-16","11:11:45",41835,"2.15.1","i386","mingw32","gtools","2.7.0","HU",4
"2012-10-16","11:55:02",61610,"2.15.1","i386","mingw32","gtable","0.1.1","DE",6
"2012-10-16","11:55:04",2635418,"2.15.1","i386","mingw32","ggplot2","0.9.2.1","DE",6
"2012-10-16","11:55:05",598304,"2.15.1","i386","mingw32","multcomp","1.2-14","DE",6
"2012-10-16","11:55:05",126218,"2.15.1","i386","mingw32","munsell","0.4","DE",6
"2012-10-16","11:55:05",97428,"2.15.1","i386","mingw32","numDeriv","2012.9-1","DE",6
"2012-10-16","11:55:06",170083,"2.15.1","x86_64","linux-gnu","scales","0.2.2","DE",6
"2012-10-16","11:09:50",41925,"2.15.1","x86_64","linux-gnu","gtools","2.7.0","HU",4
"2012-10-16","11:09:50",41913,"2.15.1","x86_64","linux-gnu","gtools","2.7.0","HU",4
"2012-10-16","11:09:51",709669,"2.15.1","x86_64","linux-gnu","gdata","2.12.0","HU",4
"2012-10-16","11:09:51",33811,"2.15.1","x86_64","linux-gnu","gmodels","2.15.3","HU",4
"2012-10-16","11:09:51",41913,"2.15.1","x86_64","linux-gnu","gtools","2.7.0","HU",4
"2012-10-16","11:09:51",709657,"2.15.1","x86_64","linux-gnu","gdata","2.12.0","HU",4
"2012-10-16","11:23:07",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:08",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:11",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:20",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:21",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:21",4399,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:23:28",4399,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:23:49",4400,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:24:23",4306,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:24:25",4314,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:24:52",154976,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:24:52",4314,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:22:46",4399,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:22:46",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:22:55",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:00",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:03",4399,"2.15.1","x86_64","linux-gnu","vioplot","0.2","HU",4
"2012-10-16","11:23:03",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","11:23:03",155069,"2.15.1","x86_64","linux-gnu","sm","2.2-4.1","HU",4
"2012-10-16","14:56:45",42399,"2.15.1","x86_64","linux-gnu","digest","0.5.2","US",7
"2012-10-16","14:56:46",979278,"2.15.1","x86_64","linux-gnu","gsDesign","2.7-04","US",7
"2012-10-16","14:56:45",88311,"2.15.1","x86_64","linux-gnu","munsell","0.4","US",7
"2012-10-16","14:56:45",337191,"2.15.1","x86_64","linux-gnu","colorspace","1.1-1","US",7
"2012-10-16","14:56:45",19546,"2.15.1","x86_64","linux-gnu","gtable","0.1.1","US",7
"2012-10-16","14:56:45",537412,"2.15.1","x86_64","linux-gnu","proto","0.3-9.2","US",7
"2012-10-16","14:56:45",11253,"2.15.1","x86_64","linux-gnu","RColorBrewer","1.0-5","US",7
"2012-10-16","14:56:45",39097,"2.15.1","x86_64","linux-gnu","scales","0.2.2","US",7
"2012-10-16","14:56:45",9645,"2.15.1","x86_64","linux-gnu","labeling","0.1","US",7
"2012-10-16","14:56:46",2311612,"2.15.1","x86_64","linux-gnu","ggplot2","0.9.2.1","US",7
"2012-10-16","14:56:45",30518,"2.15.1","x86_64","linux-gnu","dichromat","1.2-4","US",7
"2012-10-16","14:56:45",1968,"2.15.1","x86_64","linux-gnu","memoise","0.1","US",7
"2012-10-16","14:56:45",21269,"2.15.1","x86_64","linux-gnu","stringr","0.6.1","US",7
"2012-10-16","14:56:45",1953163,"2.15.1","x86_64","linux-gnu","reshape2","1.2.1","US",7
"2012-10-16","14:56:45",368297,"2.15.1","x86_64","linux-gnu","plyr","1.7.1","US",7
"2012-10-16","14:56:46",253354,"2.15.1","i386","mingw32","xtable","1.7-0","US",7
"2012-10-16","14:18:10",196614,"2.15.1","i386","mingw32","coda","0.15-2","CA",8
"2012-10-16","14:18:10",690236,"2.15.1","i386","mingw32","plyr","1.7.1","CA",8
"2012-10-16","14:18:10",489289,"2.15.1","i386","mingw32","colorspace","1.1-1","CA",8
"2012-10-16","14:18:11",235724,"2.15.1","i386","mingw32","arm","1.5-08","CA",8
"2012-10-16","14:18:11",1344467,"2.15.1","i386","mingw32","lme4","0.999999-0","CA",8
"2012-10-16","14:18:12",1210646,"2.15.1","i386","mingw32","R2WinBUGS","2.1-18","CA",8
"2012-10-16","14:18:13",194574,"2.15.1","i386","mingw32","formatR","0.6","CA",8
"2012-10-16","14:18:12",35425,"2.15.1","i386","mingw32","abind","1.4-0","CA",8
"2012-10-16","14:18:12",34188,"2.15.1","i386","mingw32","evaluate","0.4.2","CA",8
"2012-10-16","14:18:12",79663,"2.15.1","i386","mingw32","digest","0.5.2","CA",8
"2012-10-16","14:18:13",75439,"2.15.1","i386","mingw32","stringr","0.6.1","CA",8
"2012-10-16","14:18:13",1063443,"2.15.1","i386","mingw32","car","2.0-15","CA",8
"2012-10-16","14:18:14",94410,"2.15.1","i386","mingw32","norm","1.0-9.4","CA",8
"2012-10-16","14:18:14",202477,"2.15.1","i386","mingw32","effects","2.2-1","CA",8
"2012-10-16","14:18:14",265127,"2.15.1","i386","mingw32","mi","0.09-18","CA",8
"2012-10-16","14:18:14",567914,"2.15.1","x86_64","linux-gnu","knitr","0.8","CA",8
"2012-10-16","15:04:51",30141567,"2.15.1","x86_64","linux-gnu","nutshell","1.02","ES",9
"2012-10-16","16:36:52",537670,"2.15.1","x86_64","linux-gnu","rJava","0.9-3","CH",10
"2012-10-16","16:35:45",67966,"2.15.1","x86_64","linux-gnu","rjags","3-7","CH",10
"2012-10-16","16:35:45",537662,"2.15.1","x86_64","linux-gnu","rJava","0.9-3","CH",10
"2012-10-16","16:35:44",74445,"2.15.1","x86_64","linux-gnu","coda","0.15-2","CH",10
"2012-10-16","16:35:45",94149,"2.15.1","i386","mingw32","rJavax","0.3","CH",10
"2012-10-16","17:04:51",816469,"2.15.1","i386","mingw32","clue","0.3-45","US",11
"2012-10-16","17:04:50",330315,"2.16.0","x86_64","linux-gnu","clinfun","1.0.3","US",11
"2012-10-16","18:00:06",214565,"2.15.1","x86_64","mingw32","feature","1.2.8","US",12
"2012-10-16","19:56:15",335560,"2.15.1","x86_64","linux-gnu","gplots","2.11.0","US",13
"2012-10-16","19:40:59",179256,NA,NA,NA,"ReadImages","0.1.3.2","US",14
"2012-10-16","21:34:21",709654,"2.15.1","i386","mingw32","gdata","2.12.0","US",1
"2012-10-16","21:29:45",34139,"2.15.1","i386","mingw32","bitops","1.0-4.1","PL",15
"2012-10-16","21:31:55",575221,"2.15.1","i386","mingw32","boot","1.3-7","PL",15
"2012-10-16","21:31:56",85560,"2.15.1","i386","mingw32","class","7.3-5","PL",15
"2012-10-16","21:31:57",498215,"2.15.1","i386","mingw32","cluster","1.14.3","PL",15
"2012-10-16","21:31:58",239343,"2.15.1","i386","mingw32","foreign","0.8-51","PL",15
"2012-10-16","21:31:58",82243,"2.15.1","i386","mingw32","KernSmooth","2.23-8","PL",15
"2012-10-16","21:32:00",715779,"2.15.1","i386","mingw32","lattice","0.20-10","PL",15
"2012-10-16","21:32:03",2498428,"2.15.1","i386","mingw32","Matrix","1.0-9","PL",15
"2012-10-16","21:32:05",1493068,"2.15.1","i386","mingw32","mgcv","1.7-22","PL",15
"2012-10-16","21:32:07",1673656,"2.15.1","i386","mingw32","nlme","3.1-105","PL",15
"2012-10-16","21:32:08",209495,"2.15.1","x86_64","linux-gnu","rpart","3.1-55","PL",15
"2012-10-16","21:32:09",150827,"2.15.1","i386","mingw32","spatial","7.3-5","PL",15
"2012-10-16","21:34:20",41910,"2.15.1","x86_64","linux-gnu","gtools","2.7.0","US",1
"2012-10-16","21:38:23",79563,"2.15.1","x86_64","linux-gnu","digest","0.5.2","PL",15
"2012-10-16","22:31:45",35403,"2.15.1","x86_64","linux-gnu","chron","2.3-42","US",1
"2012-10-16","22:31:45",186214,"2.15.1","x86_64","darwin9.8.0","sas7bdat","0.2","US",1
