lib,Category
ncvreg,MachineLearning
nnet,MachineLearning
oblique.tree,MachineLearning
pamr,MachineLearning
party,MachineLearning
partykit,MachineLearning
penalized,MachineLearning
penalizedSVM,MachineLearning
quantregForest,MachineLearning
randomForest,MachineLearning
rattle,MachineLearning
rda,MachineLearning
rdetools,MachineLearning
REEMtree,MachineLearning
relaxo,MachineLearning
rgenoud,MachineLearning
rgp,MachineLearning
Rmalschains,MachineLearning
rminer,MachineLearning
ROCR,MachineLearning
rpart,MachineLearning
RPMM,MachineLearning
RSNNS,MachineLearning
RWeka,MachineLearning
sda,MachineLearning
svmpath,MachineLearning
tgp,MachineLearning
tree,MachineLearning
varSelRF,MachineLearning
RXshrink,MachineLearning
penalizedLDA,MachineLearning
RoughSets,MachineLearning
evtree,MachineLearning
randomForestSRC,MachineLearning
hdi,MachineLearning
stabs,MachineLearning
mlr,MachineLearning
BayesTree,MachineLearning
bigRR,MachineLearning
LogicForest,MachineLearning
bmrm,MachineLearning
adimpro,MedicalImaging
AnalyzeFMRI,MedicalImaging
arf3DS4,MedicalImaging
bayesm,MedicalImaging
brainwaver,MedicalImaging
DATforDCEMRI,MedicalImaging
dcemriS4,MedicalImaging
dpmixsim,MedicalImaging
dti,MedicalImaging
fmri,MedicalImaging
mmand,MedicalImaging
occ,MedicalImaging
oro.dicom,MedicalImaging
oro.nifti,MedicalImaging
PET,MedicalImaging
PTAk,MedicalImaging
RNiftyReg,MedicalImaging
tractor.base,MedicalImaging
waveslim,MedicalImaging
gdimap,MedicalImaging
mritc,MedicalImaging
brainR,MedicalImaging
neuroim,MedicalImaging
neuRosim,MedicalImaging
fslr,MedicalImaging
KATforDCEMRI,MedicalImaging
bamdit,MetaAnalysis
bspmma,MetaAnalysis
compute.es,MetaAnalysis
CRTSize,MetaAnalysis
epiR,MetaAnalysis
gap,MetaAnalysis
gemtc,MetaAnalysis
HSROC,MetaAnalysis
MAc,MetaAnalysis
MAd,MetaAnalysis
mada,MetaAnalysis
MAMA,MetaAnalysis
meta,MetaAnalysis
MetABEL,MetaAnalysis
MetaDE,MetaAnalysis
metafor,MetaAnalysis
metagen,MetaAnalysis
metaLik,MetaAnalysis
metaMA,MetaAnalysis
metamisc,MetaAnalysis
MetaPCA,MetaAnalysis
MetaQC,MetaAnalysis
metatest,MetaAnalysis
mvmeta,MetaAnalysis
mvtmeta,MetaAnalysis
psychometric,MetaAnalysis
rmeta,MetaAnalysis
SCMA,MetaAnalysis
selectMeta,MetaAnalysis
skatMeta,MetaAnalysis
dosresmeta,MetaAnalysis
exactmeta,MetaAnalysis
MetaSKAT,MetaAnalysis
netmeta,MetaAnalysis
seqMeta,MetaAnalysis
PubBias,MetaAnalysis
Metatron,MetaAnalysis
mmeta,MetaAnalysis
extfunnel,MetaAnalysis
robumeta,MetaAnalysis
metap,MetaAnalysis
RcmdrPlugin.EZR,MetaAnalysis
CAMAN,MetaAnalysis
ecoreg,MetaAnalysis
ipdmeta,MetaAnalysis
metaplus,MetaAnalysis
metasens,MetaAnalysis
MAVIS,MetaAnalysis
forestplot,MetaAnalysis
CopulaREMADA,MetaAnalysis
metaRNASeq,MetaAnalysis
abind,Multivariate
ade4,Multivariate
amap,Multivariate
aplpack,Multivariate
ash,Multivariate
bayesm,Multivariate
ca,Multivariate
calibrate,Multivariate
car,Multivariate
caret,Multivariate
class,Multivariate
clue,Multivariate
cluster,Multivariate
clusterGeneration,Multivariate
clusterSim,Multivariate
clv,Multivariate
cocorresp,Multivariate
copula,Multivariate
corpcor,Multivariate
covRobust,Multivariate
desirability,Multivariate
dr,Multivariate
e1071,Multivariate
earth,Multivariate
ellipse,Multivariate
energy,Multivariate
eRm,Multivariate
FactoMineR,Multivariate
FAiR,Multivariate
fastICA,Multivariate
feature,Multivariate
fgac,Multivariate
fpc,Multivariate
fso,Multivariate
gclus,Multivariate
GenKern,Multivariate
geometry,Multivariate
geozoo,Multivariate
gmodels,Multivariate
GPArotation,Multivariate
hddplot,Multivariate
Hmisc,Multivariate
homals,Multivariate
hybridHclust,Multivariate
ICS,Multivariate
ICSNP,Multivariate
iplots,Multivariate
JADE,Multivariate
kernlab,Multivariate
KernSmooth,Multivariate
kknn,Multivariate
klaR,Multivariate
kohonen,Multivariate
ks,Multivariate
lattice,Multivariate
ltm,Multivariate
mAr,Multivariate
MASS,Multivariate
Matrix,Multivariate
matrixcalc,Multivariate
mclust,Multivariate
MCMCpack,Multivariate
mda,Multivariate
mice,Multivariate
misc3d,Multivariate
mitools,Multivariate
mix,Multivariate
mnormt,Multivariate
MNP,Multivariate
monomvn,Multivariate
mvnmle,Multivariate
mvnormtest,Multivariate
mvoutlier,Multivariate
mvtnorm,Multivariate
nFactors,Multivariate
pan,Multivariate
paran,Multivariate
party,Multivariate
pcaPP,Multivariate
PearsonICA,Multivariate
plsgenomics,Multivariate
poLCA,Multivariate
polycor,Multivariate
ppls,Multivariate
prim,Multivariate
proxy,Multivariate
psy,Multivariate
PTAk,Multivariate
rda,Multivariate
relaimpo,Multivariate
rgl,Multivariate
robustbase,Multivariate
ROCR,Multivariate
rpart,Multivariate
rrcov,Multivariate
sca,Multivariate
scatterplot3d,Multivariate
sem,Multivariate
SensoMineR,Multivariate
seriation,Multivariate
simba,Multivariate
smatr,Multivariate
sn,Multivariate
spam,Multivariate
SparseM,Multivariate
SpatialNP,Multivariate
superpc,Multivariate
trimcluster,Multivariate
tsfa,Multivariate
vcd,Multivariate
vegan,Multivariate
VGAM,Multivariate
VIM,Multivariate
xgobi,Multivariate
YaleToolkit,Multivariate
concor,Multivariate
pls,Multivariate
clustvarsel,Multivariate
denpro,Multivariate
cramer,Multivariate
cwhmisc,Multivariate
delt,Multivariate
corpora,NaturalLanguageProcessing
gsubfn,NaturalLanguageProcessing
kernlab,NaturalLanguageProcessing
KoNLP,NaturalLanguageProcessing
koRpus,NaturalLanguageProcessing
maxent,NaturalLanguageProcessing
openNLP,NaturalLanguageProcessing
qdap,NaturalLanguageProcessing
RcmdrPlugin.temis,NaturalLanguageProcessing
RKEA,NaturalLanguageProcessing
RWeka,NaturalLanguageProcessing
SnowballC,NaturalLanguageProcessing
tau,NaturalLanguageProcessing
textcat,NaturalLanguageProcessing
textir,NaturalLanguageProcessing
tm,NaturalLanguageProcessing
tm.plugin.dc,NaturalLanguageProcessing
tm.plugin.factiva,NaturalLanguageProcessing
tm.plugin.mail,NaturalLanguageProcessing
topicmodels,NaturalLanguageProcessing
wordcloud,NaturalLanguageProcessing
wordnet,NaturalLanguageProcessing
zipfR,NaturalLanguageProcessing
lda,NaturalLanguageProcessing
movMF,NaturalLanguageProcessing
skmeans,NaturalLanguageProcessing
tm.plugin.alceste,NaturalLanguageProcessing
tm.plugin.europresse,NaturalLanguageProcessing
tm.plugin.lexisnexis,NaturalLanguageProcessing
boilerpipeR,NaturalLanguageProcessing
lsa,NaturalLanguageProcessing
tm.plugin.webmining,NaturalLanguageProcessing
languageR,NaturalLanguageProcessing
RTextTools,NaturalLanguageProcessing
akima,NumericalMathematics
appell,NumericalMathematics
BB,NumericalMathematics
Bessel,NumericalMathematics
combinat,NumericalMathematics
contfrac,NumericalMathematics
cubature,NumericalMathematics
eigeninv,NumericalMathematics
elliptic,NumericalMathematics
expm,NumericalMathematics
features,NumericalMathematics
gaussquad,NumericalMathematics
gmp,NumericalMathematics
gsl,NumericalMathematics
hypergeo,NumericalMathematics
irlba,NumericalMathematics
magic,NumericalMathematics
MASS,NumericalMathematics
matlab,NumericalMathematics
Matrix,NumericalMathematics
MonoPoly,NumericalMathematics
mpoly,NumericalMathematics
multipol,NumericalMathematics
nleqslv,NumericalMathematics
numbers,NumericalMathematics
numDeriv,NumericalMathematics
onion,NumericalMathematics
orthopolynom,NumericalMathematics
partitions,NumericalMathematics
polyCub,NumericalMathematics
polynom,NumericalMathematics
PolynomF,NumericalMathematics
pracma,NumericalMathematics
R.matlab,NumericalMathematics
R2Cuba,NumericalMathematics
Rcpp,NumericalMathematics
RcppArmadillo,NumericalMathematics
RcppEigen,NumericalMathematics
Rmpfr,NumericalMathematics
rPython,NumericalMathematics
rSymPy,NumericalMathematics
signal,NumericalMathematics
SparseGrid,NumericalMathematics
SphericalCubature,NumericalMathematics
ssvd,NumericalMathematics
statmod,NumericalMathematics
stinepack,NumericalMathematics
svd,NumericalMathematics
geigen,NumericalMathematics
ktsolve,NumericalMathematics
QZ,NumericalMathematics
SparseM,NumericalMathematics
rARPACK,NumericalMathematics
fastGHQuad,NumericalMathematics
RootsExtremaInflections,NumericalMathematics
optR,NumericalMathematics
Rserve,NumericalMathematics
Brobdingnag,NumericalMathematics
Deriv,NumericalMathematics
Amelia,OfficialStatistics
cat,OfficialStatistics
deducorrect,OfficialStatistics
editrules,OfficialStatistics
FFD,OfficialStatistics
hbsae,OfficialStatistics
Hmisc,OfficialStatistics
IC2,OfficialStatistics
ineq,OfficialStatistics
JoSAE,OfficialStatistics
laeken,OfficialStatistics
lavaan,OfficialStatistics
lavaan.survey,OfficialStatistics
lme4,OfficialStatistics
MatchIt,OfficialStatistics
memisc,OfficialStatistics
mi,OfficialStatistics
mice,OfficialStatistics
micEcon,OfficialStatistics
MImix,OfficialStatistics
missMDA,OfficialStatistics
mitools,OfficialStatistics
mix,OfficialStatistics
nlme,OfficialStatistics
norm,OfficialStatistics
odfWeave,OfficialStatistics
odfWeave.survey,OfficialStatistics
pan,OfficialStatistics
pps,OfficialStatistics
pxR,OfficialStatistics
reweight,OfficialStatistics
robCompositions,OfficialStatistics
rrcovNA,OfficialStatistics
samplingbook,OfficialStatistics
SamplingStrata,OfficialStatistics
samplingVarEst,OfficialStatistics
SDaA,OfficialStatistics
SeleMix,OfficialStatistics
simFrame,OfficialStatistics
spsurvey,OfficialStatistics
StatMatch,OfficialStatistics
stratification,OfficialStatistics
survey,OfficialStatistics
tabplot,OfficialStatistics
TeachingSampling,OfficialStatistics
treemap,OfficialStatistics
VIM,OfficialStatistics
x12,OfficialStatistics
x12GUI,OfficialStatistics
yaImpute,OfficialStatistics
sampling,OfficialStatistics
SAScii,OfficialStatistics
sdcMicro,OfficialStatistics
sdcTable,OfficialStatistics
foreign,OfficialStatistics
prevR,OfficialStatistics
questionr,OfficialStatistics
sms,OfficialStatistics
seasonal,OfficialStatistics
rsae,OfficialStatistics
MicSim,OfficialStatistics
CoImp,OfficialStatistics
rworldmap,OfficialStatistics
vardpoor,OfficialStatistics
RecordLinkage,OfficialStatistics
stringdist,OfficialStatistics
adagio,Optimization
alabama,Optimization
BB,Optimization
boot,Optimization
CLSOCP,Optimization
clue,Optimization
cmaes,Optimization
crs,Optimization
dclone,Optimization
DEoptim,Optimization
desirability,Optimization
dfoptim,Optimization
genalg,Optimization
GenSA,Optimization
glpkAPI,Optimization
goalprog,Optimization
gsl,Optimization
hydroPSO,Optimization
igraph,Optimization
kernlab,Optimization
limSolve,Optimization
linprog,Optimization
LowRankQP,Optimization
lpSolve,Optimization
lpSolveAPI,Optimization
maxLik,Optimization
mcga,Optimization
mco,Optimization
minpack.lm,Optimization
minqa,Optimization
neldermead,Optimization
nleqslv,Optimization
nloptr,Optimization
optimx,Optimization
powell,Optimization
pso,Optimization
quadprog,Optimization
quantreg,Optimization
rcdd,Optimization
Rcgmin,Optimization
RcppDE,Optimization
Rcsdp,Optimization
rgenoud,Optimization
Rmalschains,Optimization
rneos,Optimization
ROI,Optimization
Rsolnp,Optimization
Rsymphony,Optimization
Rvmmin,Optimization
sna,Optimization
soma,Optimization
subplex,Optimization
trust,Optimization
trustOptim,Optimization
TSP,Optimization
ucminf,Optimization
Rglpk,Optimization
DEoptimR,Optimization
GA,Optimization
GrassmannOptim,Optimization
NMOF,Optimization
blowtorch,Optimization
irace,Optimization
isotone,Optimization
lbfgs,Optimization
globalOptTests,Optimization
RCEIM,Optimization
optmatch,Optimization
cec2005benchmark,Optimization
cec2013,Optimization
localsolver,Optimization
cccp,Optimization
CEoptim,Optimization
deSolve,Pharmacokinetics
drc,Pharmacokinetics
lattice,Pharmacokinetics
MASS,Pharmacokinetics
nlme,Pharmacokinetics
nlmeODE,Pharmacokinetics
PK,Pharmacokinetics
PKPDmodels,Pharmacokinetics
adephylo,Phylogenetics
ape,Phylogenetics
apTreeshape,Phylogenetics
caper,Phylogenetics
distory,Phylogenetics
diversitree,Phylogenetics
geiger,Phylogenetics
geomorph,Phylogenetics
GUniFrac,Phylogenetics
HMPTrees,Phylogenetics
iteRates,Phylogenetics
MCMCglmm,Phylogenetics
ouch,Phylogenetics
OUwie,Phylogenetics
paleotree,Phylogenetics
paleoTS,Phylogenetics
phangorn,Phylogenetics
phyclust,Phylogenetics
phylobase,Phylogenetics
phyloclim,Phylogenetics
phylotools,Phylogenetics
phytools,Phylogenetics
picante,Phylogenetics
PVR,Phylogenetics
spider,Phylogenetics
SYNCSA,Phylogenetics
TESS,Phylogenetics
treebase,Phylogenetics
TreeSim,Phylogenetics
vegan,Phylogenetics
corHMM,Phylogenetics
DDD,Phylogenetics
evobiR,Phylogenetics
metafor,Phylogenetics
phylolm,Phylogenetics
TreePar,Phylogenetics
adhoc,Phylogenetics
BAMMtools,Phylogenetics
betapart,Phylogenetics
BoSSA,Phylogenetics
dendextend,Phylogenetics
DiscML,Phylogenetics
expands,Phylogenetics
expoTree,Phylogenetics
HyPhy,Phylogenetics
jaatha,Phylogenetics
kdetrees,Phylogenetics
MPSEM,Phylogenetics
mvMORPH,Phylogenetics
outbreaker,Phylogenetics
OutbreakTools,Phylogenetics
pastis,Phylogenetics
PBD,Phylogenetics
PCPS,Phylogenetics
pegas,Phylogenetics
phyloland,Phylogenetics
phyloTop,Phylogenetics
RADami,Phylogenetics
rdryad,Phylogenetics
Reol,Phylogenetics
rphast,Phylogenetics
Rphylip,Phylogenetics
strap,Phylogenetics
surface,Phylogenetics
taxize,Phylogenetics
RNeXML,Phylogenetics
PHYLOGR,Phylogenetics
bayou,Phylogenetics
BioGeoBEARS,Phylogenetics
cati,Phylogenetics
ggplot2,Phylogenetics
ips,Phylogenetics
pmc,Phylogenetics
SigTree,Phylogenetics
ade4,Psychometrics
anacor,Psychometrics
betareg,Psychometrics
BradleyTerry2,Psychometrics
ca,Psychometrics
cacIRT,Psychometrics
catR,Psychometrics
CDM,Psychometrics
cfa,Psychometrics
classify,Psychometrics
CMC,Psychometrics
cocorresp,Psychometrics
CopyDetect,Psychometrics
CTT,Psychometrics
DAKS,Psychometrics
difR,Psychometrics
e1071,Psychometrics
eba,Psychometrics
ecodist,Psychometrics
equate,Psychometrics
eRm,Psychometrics
EstCRM,Psychometrics
FactoMineR,Psychometrics
FAiR,Psychometrics
fastICA,Psychometrics
fechner,Psychometrics
fwdmsa,Psychometrics
GPArotation,Psychometrics
homals,Psychometrics
irr,Psychometrics
irtoys,Psychometrics
irtrees,Psychometrics
KernSmoothIRT,Psychometrics
kst,Psychometrics
labdsv,Psychometrics
lava,Psychometrics
lava.tobit,Psychometrics
lavaan,Psychometrics
lavaan.survey,Psychometrics
lme4,Psychometrics
lordif,Psychometrics
ltm,Psychometrics
MASS,Psychometrics
MBESS,Psychometrics
mcIRT,Psychometrics
MCMCpack,Psychometrics
mirt,Psychometrics
mixRasch,Psychometrics
MLCM,Psychometrics
MLDS,Psychometrics
modelfree,Psychometrics
mokken,Psychometrics
MplusAutomation,Psychometrics
mpt,Psychometrics
MPTinR,Psychometrics
mRm,Psychometrics
MultiLCIRT,Psychometrics
nFactors,Psychometrics
pathmox,Psychometrics
pcaPP,Psychometrics
pks,Psychometrics
plRasch,Psychometrics
plspm,Psychometrics
poLCA,Psychometrics
polycor,Psychometrics
prefmod,Psychometrics
pscl,Psychometrics
psy,Psychometrics
psych,Psychometrics
psychometric,Psychometrics
psychomix,Psychometrics
psychotools,Psychometrics
psychotree,Psychometrics
psyphy,Psychometrics
PTAk,Psychometrics
qgraph,Psychometrics
QuantPsyc,Psychometrics
randomLCA,Psychometrics
RaschSampler,Psychometrics
REQS,Psychometrics
rpf,Psychometrics
sem,Psychometrics
SEMModComp,Psychometrics
semPLS,Psychometrics
semTools,Psychometrics
SensoMineR,Psychometrics
simsem,Psychometrics
sirt,Psychometrics
smacof,Psychometrics
systemfit,Psychometrics
TripleR,Psychometrics
vegan,Psychometrics
VGAM,Psychometrics
xgobi,Psychometrics
cocor,Psychometrics
cocron,Psychometrics
equateIRT,Psychometrics
ExPosition,Psychometrics
ICC,Psychometrics
MCMCglmm,Psychometrics
mediation,Psychometrics
multiplex,Psychometrics
nlme,Psychometrics
ordinal,Psychometrics
pls,Psychometrics
semPlot,Psychometrics
TAM,Psychometrics
profileR,Psychometrics
DIFlasso,Psychometrics
pcIRT,Psychometrics
TestScorer,Psychometrics
DFIT,Psychometrics
irtProb,Psychometrics
WrightMap,Psychometrics
PP,Psychometrics
mirtCAT,Psychometrics
pairwise,Psychometrics
IRTShiny,Psychometrics
missMDA,Psychometrics
flexmix,Psychometrics
kequate,Psychometrics
SNSequate,Psychometrics
kcirt,Psychometrics
animation,ReproducibleResearch
apsrtable,ReproducibleResearch
ascii,ReproducibleResearch
brew,ReproducibleResearch
exams,ReproducibleResearch
Hmisc,ReproducibleResearch
hwriter,ReproducibleResearch
knitr,ReproducibleResearch
markdown,ReproducibleResearch
memisc,ReproducibleResearch
odfWeave,ReproducibleResearch
odfWeave.survey,ReproducibleResearch
pander,ReproducibleResearch
quantreg,ReproducibleResearch
R.cache,ReproducibleResearch
R.rsp,ReproducibleResearch
R2HTML,ReproducibleResearch
r2lh,ReproducibleResearch
rapport,ReproducibleResearch
reporttools,ReproducibleResearch
rms,ReproducibleResearch
rtf,ReproducibleResearch
svSweave,ReproducibleResearch
SweaveListingUtils,ReproducibleResearch
tables,ReproducibleResearch
TeachingSampling,ReproducibleResearch
xtable,ReproducibleResearch
bibtex,ReproducibleResearch
sparktex,ReproducibleResearch
stargazer,ReproducibleResearch
table1xls,ReproducibleResearch
texreg,ReproducibleResearch
tth,ReproducibleResearch
NMOF,ReproducibleResearch
papeR,ReproducibleResearch
covRobust,Robust
coxrobust,Robust
distr,Robust
FRB,Robust
lqmm,Robust
MASS,Robust
multinomRob,Robust
mvoutlier,Robust
quantreg,Robust
RandVar,Robust
rgam,Robust
RobAStBase,Robust
robfilter,Robust
RobLox,Robust
RobLoxBioC,Robust
RobRex,Robust
robust,Robust
RobustAFT,Robust
robustbase,Robust
robustlmm,Robust
robustX,Robust
ROptEst,Robust
ROptRegTS,Robust
rrcov,Robust
rrcovHD,Robust
rrcovNA,Robust
sandwich,Robust
wle,Robust
RSKC,Robust
drgee,Robust
GSE,Robust
OutlierDC,Robust
robcor,Robust
RobPer,Robust
RobRSVD,Robust
robumeta,Robust
ssmrob,Robust
OutlierDM,Robust
mblm,Robust
rsig,Robust
georob,Robust
robeth,Robust
robustDA,Robust
robustgam,Robust
robustloggamma,Robust
robustreg,Robust
ror,Robust
acepack,SocialSciences
alr3,SocialSciences
aod,SocialSciences
boot,SocialSciences
bootstrap,SocialSciences
BradleyTerry2,SocialSciences
brglm,SocialSciences
car,SocialSciences
class,SocialSciences
dr,SocialSciences
dyn,SocialSciences
dynlm,SocialSciences
effects,SocialSciences
eha,SocialSciences
exactLoglinTest,SocialSciences
forward,SocialSciences
frailtypack,SocialSciences
gam,SocialSciences
gee,SocialSciences
gmodels,SocialSciences
gnm,SocialSciences
GPArotation,SocialSciences
gss,SocialSciences
Hmisc,SocialSciences
irr,SocialSciences
latentnet,SocialSciences
lattice,SocialSciences
leaps,SocialSciences
lme4,SocialSciences
lmm,SocialSciences
lmtest,SocialSciences
locfit,SocialSciences
ltm,SocialSciences
MASS,SocialSciences
Matching,SocialSciences
MatchIt,SocialSciences
Matrix,SocialSciences
meta,SocialSciences
mgcv,SocialSciences
mice,SocialSciences
micEcon,SocialSciences
mitools,SocialSciences
mix,SocialSciences
MNP,SocialSciences
multcomp,SocialSciences
multinomRob,SocialSciences
network,SocialSciences
nlme,SocialSciences
nnet,SocialSciences
pan,SocialSciences
perturb,SocialSciences
polycor,SocialSciences
pscl,SocialSciences
psy,SocialSciences
quantreg,SocialSciences
qvcalc,SocialSciences
rgl,SocialSciences
rmeta,SocialSciences
rms,SocialSciences
robust,SocialSciences
robustbase,SocialSciences
sandwich,SocialSciences
sem,SocialSciences
sm,SocialSciences
sna,SocialSciences
survey,spatial
survival,spatial
systemfit,spatial
vcd,spatial
Zelig,spatial
BMA,spatial
geepack,spatial
pls,spatial
sampling,spatial
survrec,spatial
lmeSplines,spatial
optmatch,spatial
ade4,spatial
adehabitat,spatial
adehabitatHR,spatial
adehabitatHS,spatial
adehabitatLT,spatial
adehabitatMA,spatial
ads,spatial
akima,spatial
ash,spatial
aspace,spatial
automap,spatial
classInt,spatial
constrainedKriging,spatial
cshapes,spatial
deldir,spatial
DSpat,spatial
ecespa,spatial
fields,spatial
FieldSim,spatial
gdistance,spatial
Geneland,spatial
GEOmap,spatial
geomapdata,spatial
geonames,spatial
geoR,spatial
geoRglm,spatial
geosphere,spatial
GeoXp,spatial
ggmap,spatial
glmmBUGS,spatial
gmt,spatial
GriegSmith,spatial
gstat,spatial
intamap,spatial
landsat,spatial
mapdata,spatial
mapproj,spatial
maps,spatial
maptools,spatial
MBA,spatial
micromap,spatial
ModelMap,spatial
ncdf,spatial
ncf,spatial
nlme,spatial
OpenStreetMap,spatial
osmar,spatial
pastecs,spatial
PBSmapping,spatial
PBSmodelling,spatial
plotKML,spatial
psgp,spatial
ramps,spatial
RandomFields,spatial
rangeMapper,spatial
raster,spatial
rasterVis,spatial
RColorBrewer,spatial
regress,spatial
rgdal,spatial
rgeos,spatial
RgoogleMaps,spatial
RSAGA,spatial
RSurvey,spatial
rworldmap,spatial
sgeostat,spatial
shapefiles,spatial
sp,spatial
spacetime,spatial
sparr,spatial
spatcounts,spatial
spatgraphs,spatial
spatial,spatial
spatialCovariance,spatial
SpatialExtremes,spatial
spatialkernel,spatial
spatialprobit,spatial
spatialsegregation,spatial
spatstat,spatial
spBayes,spatial
spcosa,spatial
spdep,spatial
spgrass6,spatial
spgwr,spatial
sphet,spatial
splancs,spatial
spsurvey,spatial
Stem,spatial
tgp,spatial
trip,spatial
tripack,spatial
tripEstimation,spatial
UScensus2000cdp,spatial
UScensus2000tract,spatial
vardiag,spatial
vegan,spatial
CARBayes,spatial
dbmss,spatial
DCluster,spatial
Grid2Polygons,spatial
GWmodel,spatial
gwrr,spatial
McSpatial,spatial
ngspatial,spatial
plotGoogleMaps,spatial
RArcInfo,spatial
rtop,spatial
rworldxtra,spatial
spatial.tools,spatial
SpatialEpi,spatial
SpatialTools,spatial
splm,spatial
spTimer,spatial
SSN,spatial
taRifx,spatial
AMOEBA,spatial
latticeDensity,spatial
seg,spatial
leafletR,spatial
marmap,spatial
geospacom,spatial
siplab,spatial
spacom,spatial
spaMM,spatial
georob,spatial
PReMiuM,spatial
CompRandFld,spatial
Guerry,spatial
vec2dtransf,spatial
adehabitatLT,SpatioTemporal
argosfilter,SpatioTemporal
cshapes,SpatioTemporal
diveMove,SpatioTemporal
GeoLight,SpatioTemporal
googleVis,SpatioTemporal
gstat,SpatioTemporal
lgcp,SpatioTemporal
lme4,SpatioTemporal
M3,SpatioTemporal
mvtsplot,SpatioTemporal
ncdf,SpatioTemporal
ncdf4,SpatioTemporal
nlme,SpatioTemporal
openair,SpatioTemporal
pastecs,SpatioTemporal
pbdNCDF4,SpatioTemporal
plm,SpatioTemporal
plotKML,SpatioTemporal
RandomFields,SpatioTemporal
raster,SpatioTemporal
rasterVis,SpatioTemporal
rgl,SpatioTemporal
RNetCDF,SpatioTemporal
solaR,SpatioTemporal
sp,SpatioTemporal
spacetime,SpatioTemporal
spate,SpatioTemporal
SpatioTemporal,SpatioTemporal
spatstat,SpatioTemporal
spBayes,SpatioTemporal
sphet,SpatioTemporal
splancs,SpatioTemporal
splm,SpatioTemporal
spTimer,SpatioTemporal
stam,SpatioTemporal
Stem,SpatioTemporal
stppResid,SpatioTemporal
trip,SpatioTemporal
tripEstimation,SpatioTemporal
xts,SpatioTemporal
BBMM,SpatioTemporal
bcpa,SpatioTemporal
crawl,SpatioTemporal
move,SpatioTemporal
rmatio,SpatioTemporal
animalTrack,SpatioTemporal
fishmove,SpatioTemporal
mkde,SpatioTemporal
TrackReconstruction,SpatioTemporal
stpp,SpatioTemporal
AER,Survival
ahaz,Survival
AIM,Survival
asbio,Survival
aster,Survival
aster2,Survival
BaSTA,Survival
bayesSurv,Survival
BayHaz,Survival
Biograph,Survival
boot,Survival
bpcp,Survival
censReg,Survival
clinfun,Survival
cmprsk,Survival
coin,Survival
compeir,Survival
compound.Cox,Survival
concreg,Survival
condGEE,Survival
CoxBoost,Survival
coxme,Survival
coxphf,Survival
coxphw,Survival
coxrobust,Survival
CPE,Survival
CPHshape,Survival
Cprob,Survival
CR,Survival
crrSC,Survival
crrstep,Survival
currentSurvival,Survival
DAAG,Survival
dblcens,Survival
DPpackage,Survival
dynsurv,Survival
eha,Survival
emplik,Survival
Epi,Survival
epiR,Survival
etm,Survival
exactRankTests,Survival
fastcox,Survival
FHtest,Survival
fitdistrplus,Survival
flexsurv,Survival
frailtyHL,Survival
frailtypack,Survival
gamlss.cens,Survival
gbm,Survival
gems,Survival
genSurv,Survival
glmpath,Survival
globalboosttest,Survival
gof,Survival
gss,Survival
ICE,Survival
intcox,Survival
interval,Survival
ipdmeta,Survival
ipred,Survival
JM,Survival
JMbayes,Survival
joineR,Survival
JPSurv,Survival
kaps,Survival
km.ci,Survival
kmi,Survival
KMsurv,Survival
lava.tobit,Survival
lbiassurv,Survival
LearnBayes,Survival
lmec,Survival
locfit,Survival
logconcens,Survival
LogicReg,Survival
logspline,Survival
lpc,Survival
lss,Survival
maxstat,Survival
mboost,Survival
MCMCglmm,Survival
MCMCpack,Survival
mets,Survival
mixPHM,Survival
MLEcens,Survival
msm,Survival
msSurv,Survival
mstate,Survival
muhaz,Survival
multcomp,Survival
mvna,Survival
NestedCohort,Survival
NPHMC,Survival
OIsurv,Survival
OrdFacReg,Survival
p3state.msm,Survival
pamr,Survival
party,Survival
pec,Survival
penalized,Survival
peperr,Survival
PermAlgo,Survival
phmm,Survival
plsRcox,Survival
polspline,Survival
powerSurvEpi,Survival
prodlim,Survival
pseudo,Survival
quantreg,Survival
randomForestSRC,Survival
rankhazard,Survival
relsurv,Survival
riskRegression,Survival
risksetROC,Survival
rms,Survival
RobustAFT,Survival
rpart,Survival
saws,Survival
SGL,Survival
simexaft,Survival
SMIR,Survival
smoothSurv,Survival
SMPracticals,Survival
spatstat,Survival
superpc,Survival
survAUC,Survival
survC1,Survival
survexp.fr,Survival
survey,Survival
Survgini,Survival
survIDINRI,Survival
survival,Survival
survivalROC,Survival
survPresmooth,Survival
survSNP,Survival
SvyNom,Survival
TestSurvRec,Survival
timereg,Survival
timeROC,Survival
tlmec,Survival
TPmsm,Survival
tpr,Survival
TraMineR,Survival
TSHRC,Survival
uniCox,Survival
VGAM,Survival
BMA,Survival
DTDA,Survival
rhosp,Survival
survrec,Survival
mixAK,Survival
MAMSE,Survival
NADA,Survival
SemiCompRisks,Survival
BGPhazard,Survival
coarseDataTools,Survival
CoxRidge,Survival
kmc,Survival
kmconfband,Survival
LogrankA,Survival
MRsurv,Survival
OutlierDC,Survival
psbcGroup,Survival
ROCt,Survival
SemiMarkov,Survival
simMSM,Survival
simPH,Survival
smoothHR,Survival
spatsurv,Survival
surv2sampleComp,Survival
survMisc,Survival
survsim,Survival
wtcrsk,Survival
YPmodel,Survival
rsig,Survival
aftgee,Survival
bshazard,Survival
bujar,Survival
coxinterval,Survival
DStree,Survival
gamboostMSM,Survival
ICsurv,Survival
IDPSurvival,Survival
invGauss,Survival
lsmeans,Survival
